,finish_pos,qual_pos,season_mid,season_high,season_low,season_avg,seasonpassdif,seasongreenpass,seasongreenpassed,seasonqualitypass,seasonfastlap,seasontop15,seasonlapled,seasonDR,DFS_avg,last_year_flag,season_long_mid,season_long_high,season_long_low,season_long_avg,seasonlongpassdif,seasonlonggreenpass,seasonlonggreenpassed,seasonlongqualitypass,seasonlongfastlap,seasonlongtop15,seasonlonglapled,seasonlongDR,DFS_avg_season,DFS,DfsRank,top3,top5,top10,car_make_Chevrolet,car_make_Ford,car_make_Toyota,owner_23XI Racing,owner_JTG-Daugherty Racing,owner_Jack Roush,owner_Joe Gibbs,owner_Matt Kaulig,owner_Richard Childress,owner_Richard Petty Motorsports,owner_Rick Hendrick,owner_Roger Penske,owner_Stewart-Haas Racing,owner_Trackhouse Racing,owner_Wood Brothers,group_len_0.5,group_len_1.0,group_len_1.5,group_len_2.0,group_len_2.7,group_len_3.0
2040,3.0,5.0,6.0,1.0,26.0,8.0,8.0,72.0,60.0,40.0,14.0,212.0,15.0,93.1,48.4,0.0,7.0,1.4444444444444444,24.444444444444443,9.777777777777779,7.0,68.77777777777777,61.77777777777778,39.44444444444444,22.555555555555557,225.88888888888889,26.77777777777778,101.4111111111111,48.733333333333334,71.55,2.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2041,8.0,6.0,6.0,2.0,25.0,9.0,-11.0,68.0,73.0,47.0,11.0,229.0,0.0,93.8,28.25,0.0,5.888888888888889,1.8888888888888888,25.333333333333332,8.88888888888889,-7.333333333333333,72.77777777777777,80.11111111111111,48.888888888888886,19.22222222222222,245.44444444444446,28.444444444444443,96.71111111111112,31.205555555555552,35.95,14.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2042,2.0,7.0,13.0,1.0,29.0,11.0,-1.0,85.0,89.0,50.0,7.0,217.0,7.0,94.3,43.2,0.0,13.333333333333334,1.6666666666666667,27.333333333333332,10.777777777777779,1.1111111111111112,79.77777777777777,78.66666666666667,45.44444444444444,11.777777777777779,219.88888888888889,18.11111111111111,95.17777777777778,46.05,66.65,3.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2043,11.0,8.0,14.0,1.0,27.0,13.0,5.0,79.0,75.0,42.0,5.0,192.0,0.0,90.7,40.1,0.0,14.88888888888889,1.8888888888888888,27.11111111111111,12.88888888888889,-0.5555555555555556,78.11111111111111,78.66666666666667,43.77777777777778,7.777777777777778,206.11111111111111,3.2222222222222223,89.68888888888888,31.083333333333332,58.65,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2044,9.0,9.0,13.0,2.0,27.0,12.0,-3.0,84.0,85.0,49.0,5.0,208.0,0.0,93.3,49.8,0.0,11.555555555555555,2.888888888888889,25.11111111111111,12.0,3.5555555555555554,78.55555555555556,75.0,48.77777777777778,9.777777777777779,217.44444444444446,6.111111111111111,89.85555555555555,40.150000000000006,35.0,16.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2045,1.0,10.0,13.0,2.0,31.0,9.0,6.0,77.0,61.0,34.0,9.0,176.0,0.0,98.8,48.05,0.0,14.777777777777779,5.222222222222222,28.0,13.333333333333334,4.0,70.88888888888889,66.88888888888889,35.666666666666664,11.88888888888889,181.11111111111111,17.77777777777778,91.17777777777778,44.349999999999994,83.55,1.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2046,12.0,11.0,7.0,1.0,24.0,7.0,5.0,71.0,71.0,54.0,14.0,224.0,27.0,107.1,40.0,0.0,9.222222222222221,1.5555555555555556,24.444444444444443,7.666666666666667,8.88888888888889,78.66666666666667,69.77777777777777,52.0,21.77777777777778,243.11111111111111,24.11111111111111,105.25555555555555,42.27222222222221,31.35,19.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2047,36.0,12.0,11.0,2.0,29.0,13.0,0.0,96.0,87.0,42.0,3.0,170.0,0.0,83.7,33.45,0.0,13.222222222222221,3.0,29.22222222222222,13.222222222222221,3.888888888888889,88.55555555555556,84.66666666666667,42.0,2.7777777777777777,183.11111111111111,2.0,85.25555555555556,33.52777777777778,-18.55,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2048,33.0,13.0,22.0,5.0,30.0,18.0,-12.0,87.0,99.0,23.0,1.0,70.0,0.0,66.5,16.45,0.0,19.11111111111111,5.666666666666667,30.555555555555557,19.77777777777778,-11.0,81.55555555555556,92.55555555555556,22.22222222222222,2.7777777777777777,65.88888888888889,0.0,65.97777777777777,20.47222222222222,-11.55,33.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2049,17.0,14.0,21.5,7.0,32.5,20.5,0.0,80.5,72.5,13.0,3.0,77.0,0.0,64.4,20.6,0.0,22.75,7.5,32.0,21.0,0.75,77.375,76.625,14.625,4.125,78.625,0.0,65.4,17.48125,23.0,22.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2050,10.0,15.0,20.0,2.0,34.0,15.0,4.0,75.0,69.0,38.0,3.0,141.0,0.0,84.3,24.1,0.0,18.22222222222222,2.5555555555555554,31.0,16.444444444444443,5.111111111111111,72.55555555555556,67.44444444444444,41.111111111111114,6.888888888888889,170.22222222222223,2.0,82.04444444444442,20.37777777777778,49.8,7.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2051,27.0,16.0,12.0,4.0,29.0,14.0,-1.0,81.0,93.0,43.0,2.0,183.0,0.0,86.3,37.0,0.0,14.666666666666666,4.333333333333333,26.77777777777778,13.666666666666666,-1.4444444444444444,82.77777777777777,84.22222222222223,37.22222222222222,2.3333333333333335,175.33333333333334,2.5555555555555554,83.68888888888888,40.022222222222226,4.0,30.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2052,37.0,17.0,24.0,5.0,31.0,21.0,-16.0,65.0,92.0,9.0,0.0,41.0,0.0,63.3,23.45,0.0,23.444444444444443,7.444444444444445,32.111111111111114,21.88888888888889,-15.444444444444445,74.33333333333333,89.77777777777777,16.333333333333332,0.4444444444444444,45.666666666666664,0.3333333333333333,60.6888888888889,21.505555555555556,-16.0,35.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2053,28.0,18.0,18.0,7.5,31.0,19.0,-7.5,71.5,83.0,20.5,1.0,81.5,0.0,70.05000000000001,32.225,0.0,18.125,6.125,32.125,19.0,-4.75,78.125,82.875,21.0,1.75,86.375,0.625,68.2,24.31875,6.25,29.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2054,14.0,19.0,10.0,4.0,27.0,11.0,1.0,67.0,78.0,40.0,2.0,193.0,0.0,87.2,33.0,0.0,14.0,4.0,26.666666666666668,14.333333333333334,-0.1111111111111111,70.66666666666667,70.77777777777777,38.888888888888886,10.0,182.44444444444446,14.333333333333334,85.07777777777778,29.416666666666668,34.0,17.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2055,32.0,20.0,14.0,3.0,28.0,17.0,11.0,98.0,73.0,36.0,6.0,112.0,0.0,83.3,45.9,0.0,18.77777777777778,3.7777777777777777,29.88888888888889,16.444444444444443,12.0,83.0,71.0,38.111111111111114,7.111111111111111,172.88888888888889,1.6666666666666667,83.65555555555555,36.39444444444444,-2.55,32.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2056,5.0,21.0,11.0,4.0,32.0,15.0,10.0,94.0,89.0,38.0,10.0,155.0,0.0,81.7,27.15,0.0,12.444444444444445,3.5555555555555554,30.555555555555557,14.444444444444445,10.222222222222221,92.88888888888889,82.66666666666667,43.22222222222222,9.333333333333334,175.55555555555554,3.7777777777777777,82.64444444444445,30.033333333333335,58.6,5.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2057,13.0,23.0,13.0,4.0,26.0,15.0,-1.0,85.0,69.0,41.0,5.0,174.0,0.0,81.3,35.45,0.0,16.333333333333332,4.0,27.444444444444443,13.777777777777779,9.88888888888889,92.77777777777777,82.88888888888889,40.111111111111114,9.11111111111111,173.88888888888889,0.8888888888888888,84.41111111111111,47.43333333333333,45.4,9.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2058,7.0,24.0,20.0,9.0,31.0,22.0,-1.0,81.0,76.0,11.0,1.0,33.0,0.0,62.4,22.45,0.0,19.88888888888889,8.88888888888889,31.333333333333332,21.77777777777778,-0.2222222222222222,81.33333333333333,81.55555555555556,13.88888888888889,1.4444444444444444,45.77777777777778,0.5555555555555556,63.977777777777774,25.233333333333334,54.45,6.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2059,40.0,25.0,25.0,7.0,30.0,23.0,5.0,100.0,84.0,17.0,1.0,34.0,0.0,60.4,22.9,0.0,21.666666666666668,7.777777777777778,30.333333333333332,22.555555555555557,7.333333333333333,83.66666666666667,76.33333333333333,23.333333333333332,1.8888888888888888,79.0,3.4444444444444446,64.71111111111111,22.266666666666666,-14.0,34.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2060,34.0,35.0,23.5,2.5,30.5,23.0,4.0,96.5,91.0,8.5,0.0,15.0,0.0,55.3,18.85,0.0,24.0,5.0,31.25,23.75,-1.25,85.375,86.625,9.25,0.75,30.5,0.125,55.599999999999994,8.24375,8.0,28.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2061,7.0,1.0,7.0,4.0,19.0,9.0,15.0,103.0,88.0,85.0,2.0,305.0,0.0,100.3,34.9,0.0,7.0,4.0,19.0,9.0,15.0,103.0,88.0,85.0,2.0,305.0,0.0,100.3,34.9,40.05,12.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2062,2.0,2.0,31.0,2.0,33.0,24.0,-1.0,17.0,18.0,2.0,6.0,66.0,0.0,63.1,8.7,0.0,31.0,2.0,33.0,24.0,-1.0,17.0,18.0,2.0,6.0,66.0,0.0,63.1,8.7,87.5,2.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2063,9.0,3.0,29.0,1.0,29.0,7.0,-4.0,70.0,74.0,52.0,60.0,264.0,93.0,127.2,81.25,0.0,29.0,1.0,29.0,7.0,-4.0,70.0,74.0,52.0,60.0,264.0,93.0,127.2,81.25,32.6,15.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2064,1.0,4.0,1.0,1.0,32.0,6.0,16.0,52.0,36.0,45.0,30.0,292.0,82.0,114.8,69.0,0.0,1.0,1.0,32.0,6.0,16.0,52.0,36.0,45.0,30.0,292.0,82.0,114.8,69.0,118.3,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2065,38.0,5.0,4.0,2.0,16.0,6.0,20.0,86.0,66.0,74.0,9.0,315.0,0.0,111.2,52.05,0.0,4.0,2.0,16.0,6.0,20.0,86.0,66.0,74.0,9.0,315.0,0.0,111.2,52.05,-29.55,35.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2066,18.0,6.0,6.0,2.0,20.0,11.0,22.0,103.0,81.0,86.0,0.0,282.0,0.0,94.7,52.0,0.0,6.0,2.0,20.0,11.0,22.0,103.0,81.0,86.0,0.0,282.0,0.0,94.7,52.0,13.0,25.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2067,5.0,7.0,2.0,1.0,14.0,3.0,17.0,45.0,28.0,44.0,57.0,316.0,67.0,132.6,84.4,0.0,2.0,1.0,14.0,3.0,17.0,45.0,28.0,44.0,57.0,316.0,67.0,132.6,84.4,53.75,4.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2068,15.0,8.0,17.0,4.0,22.0,13.0,-8.0,98.0,106.0,61.0,3.0,199.0,0.0,80.2,24.35,0.0,17.0,4.0,22.0,13.0,-8.0,98.0,106.0,61.0,3.0,199.0,0.0,80.2,24.35,21.0,20.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2069,4.0,9.0,11.0,1.0,28.0,6.0,56.0,82.0,26.0,57.0,25.0,304.0,60.0,121.7,83.25,0.0,11.0,1.0,28.0,6.0,56.0,82.0,26.0,57.0,25.0,304.0,60.0,121.7,83.25,52.2,6.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2070,17.0,10.0,18.0,5.0,25.0,14.0,-2.0,71.0,73.0,34.0,0.0,196.0,0.0,83.2,39.0,0.0,18.0,5.0,25.0,14.0,-2.0,71.0,73.0,34.0,0.0,196.0,0.0,83.2,39.0,19.0,21.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2071,3.0,11.0,3.0,1.0,29.0,11.0,14.0,61.0,47.0,33.0,8.0,231.0,11.0,84.6,-4.65,0.0,3.0,1.0,29.0,11.0,14.0,61.0,47.0,33.0,8.0,231.0,11.0,84.6,-4.65,56.2,3.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2072,20.0,12.0,37.0,3.0,32.0,31.0,-11.0,11.0,22.0,11.0,1.0,63.0,0.0,51.5,-27.55,0.0,37.0,3.0,32.0,31.0,-11.0,11.0,22.0,11.0,1.0,63.0,0.0,51.5,-27.55,18.05,22.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2073,10.0,13.0,5.0,2.0,31.0,14.0,8.0,58.0,50.0,32.0,11.0,207.0,0.0,79.1,8.95,0.0,5.0,2.0,31.0,14.0,8.0,58.0,50.0,32.0,11.0,207.0,0.0,79.1,8.95,37.9,14.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2074,8.0,14.0,10.0,6.0,23.0,14.0,4.0,80.0,76.0,48.0,0.0,195.0,0.0,78.8,42.0,0.0,10.0,6.0,23.0,14.0,4.0,80.0,76.0,48.0,0.0,195.0,0.0,78.8,42.0,44.25,8.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2075,23.0,15.0,32.0,7.0,35.0,27.0,-18.0,45.0,63.0,3.0,3.0,10.0,0.0,53.6,33.35,0.0,32.0,7.0,35.0,27.0,-18.0,45.0,63.0,3.0,3.0,10.0,0.0,53.6,33.35,11.0,27.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2076,11.0,16.0,12.0,3.0,22.0,13.0,3.0,63.0,60.0,49.0,0.0,245.0,0.0,83.7,41.0,0.0,12.0,3.0,22.0,13.0,3.0,63.0,60.0,49.0,0.0,245.0,0.0,83.7,41.0,39.25,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2077,24.0,17.0,13.0,2.0,31.0,15.0,-12.0,40.0,52.0,35.0,1.0,249.0,0.0,71.7,-2.55,0.0,13.0,2.0,31.0,15.0,-12.0,40.0,52.0,35.0,1.0,249.0,0.0,71.7,-2.55,11.45,26.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2078,6.0,19.0,16.0,3.0,23.0,11.0,8.0,86.0,78.0,65.0,0.0,239.0,0.0,86.5,26.0,0.0,16.0,3.0,23.0,11.0,8.0,86.0,78.0,65.0,0.0,239.0,0.0,86.5,26.0,52.35,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2079,12.0,20.0,8.0,4.0,26.0,13.0,-7.0,80.0,87.0,57.0,0.0,226.0,0.0,78.7,40.0,0.0,8.0,4.0,26.0,13.0,-7.0,80.0,87.0,57.0,0.0,226.0,0.0,78.7,40.0,42.6,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2080,13.0,23.0,36.0,6.0,35.0,31.0,-29.0,25.0,54.0,0.0,12.0,17.0,0.0,38.7,4.4,0.0,36.0,6.0,35.0,31.0,-29.0,25.0,54.0,0.0,12.0,17.0,0.0,38.7,4.4,43.9,9.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2081,25.0,24.0,23.0,1.0,27.0,22.0,-10.0,85.0,95.0,2.0,1.0,14.0,1.0,59.1,32.7,0.0,23.0,1.0,27.0,22.0,-10.0,85.0,95.0,2.0,1.0,14.0,1.0,59.1,32.7,16.0,23.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2082,16.0,30.0,24.0,10.0,33.0,23.0,-1.0,94.0,95.0,7.0,0.0,20.0,0.0,57.7,27.0,0.0,24.0,10.0,33.0,23.0,-1.0,94.0,95.0,7.0,0.0,20.0,0.0,57.7,27.0,41.0,11.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2083,14.0,31.0,22.0,13.0,33.0,22.0,1.0,88.0,87.0,4.0,0.0,4.0,0.0,60.5,17.0,0.0,22.0,13.0,33.0,22.0,1.0,88.0,87.0,4.0,0.0,4.0,0.0,60.5,17.0,46.45,7.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2084,8.0,1.0,18.0,1.5,31.5,11.0,-13.0,63.5,91.5,15.5,2.5,87.5,5.5,86.5,28.225,0.0,18.0,1.75,30.75,13.0,-20.5,74.25,94.75,32.5,4.0,101.25,6.25,82.30000000000001,17.3625,36.65,12.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2085,6.0,2.0,2.0,1.0,31.0,7.0,3.5,58.5,60.5,37.0,20.5,135.5,14.5,117.3,57.7,0.0,3.75,1.0,30.0,7.25,6.25,82.5,76.25,49.5,16.0,140.5,19.5,117.6,51.575,45.5,8.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2086,1.0,3.0,4.5,1.0,27.5,7.5,-7.5,61.5,60.5,46.5,17.0,141.5,14.0,123.0,67.65,0.0,5.5,1.75,28.75,7.5,-2.25,79.0,81.25,54.25,16.0,148.5,24.0,118.55,62.95,84.85,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2087,16.0,4.0,13.5,2.0,30.0,11.0,-4.0,75.0,74.5,29.0,2.0,106.5,2.0,96.45,48.9,0.0,14.0,2.25,28.5,10.25,-1.75,83.25,85.0,42.25,7.5,122.5,16.25,104.6,49.4375,15.0,23.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2088,2.0,5.0,5.5,1.5,25.5,9.0,19.5,71.0,57.5,38.5,8.0,134.0,3.0,104.5,45.8,0.0,6.5,2.25,26.0,10.25,16.75,89.0,72.25,50.5,9.75,134.25,4.75,100.97500000000001,45.825,50.4,4.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2089,21.0,6.0,13.5,3.5,29.0,16.0,-0.5,59.5,57.0,24.5,0.5,72.5,0.0,78.65,25.725,0.0,13.0,3.25,24.5,12.75,-2.25,61.0,63.25,27.75,16.75,102.0,27.5,92.72500000000001,35.1625,6.0,29.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2090,5.0,7.0,8.0,2.0,26.0,8.5,17.5,54.0,51.0,40.5,7.0,139.5,0.0,106.6,40.525,0.0,10.0,1.75,26.5,12.25,10.25,88.0,77.75,51.75,6.0,129.75,0.5,100.275,31.575000000000003,43.35,9.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2091,7.0,8.0,5.5,2.5,27.5,9.5,6.0,81.5,74.5,41.5,3.0,131.0,0.0,107.55,49.1,0.0,8.0,2.25,26.5,10.5,6.5,96.5,90.0,50.75,7.0,128.5,6.5,97.625,39.275000000000006,42.05,10.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2092,19.0,9.0,10.5,3.0,31.0,15.5,-6.0,83.5,77.5,32.5,0.0,78.0,0.0,83.0,37.5,0.0,13.75,3.5,30.0,15.0,0.0,82.25,82.25,32.0,0.25,85.5,2.5,79.85,30.7375,14.0,25.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2093,10.0,10.0,16.5,2.0,30.5,13.5,-3.0,60.5,75.0,15.5,4.5,83.0,0.0,85.4,25.9,0.0,14.5,2.5,29.75,13.25,-1.0,72.5,73.5,30.75,5.0,96.75,8.75,86.575,28.1875,34.45,13.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2094,4.0,11.0,14.5,1.5,36.0,12.5,-2.0,73.5,80.5,20.0,11.0,77.5,10.5,86.15,21.575,0.0,13.25,2.5,32.5,12.5,-3.75,63.75,67.5,30.0,16.0,102.5,18.75,87.67500000000001,21.3875,57.35,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2095,3.0,12.0,23.0,1.0,36.0,9.5,-3.5,68.0,71.5,37.0,1.5,116.5,4.0,94.5,44.05,0.0,22.75,1.75,33.25,15.75,-4.75,77.0,81.75,40.75,2.0,106.0,5.5,83.69999999999999,29.275000000000006,50.9,3.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2096,28.0,13.0,16.0,1.0,29.0,17.0,-10.0,66.0,65.0,18.0,0.0,44.0,0.0,64.2,13.0,0.0,19.0,4.0,29.0,19.333333333333332,-5.666666666666667,50.0,55.666666666666664,18.666666666666668,0.0,47.0,4.333333333333333,66.96666666666668,9.75,-0.55,34.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2097,18.0,14.0,16.0,5.5,31.0,20.0,2.5,56.0,40.5,19.5,1.5,49.5,0.0,69.35,21.4,0.0,19.25,11.25,31.5,23.0,8.75,65.75,57.0,27.5,1.75,56.0,0.0,64.27499999999999,20.5375,22.35,21.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2098,15.0,15.0,10.5,2.0,23.5,10.0,0.5,62.0,65.0,42.0,0.0,117.0,0.0,89.5,33.5,0.0,11.75,2.5,24.5,10.0,-0.25,67.75,68.0,39.0,0.25,120.25,0.0,91.35,31.8625,28.0,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2099,34.0,16.0,14.0,3.5,30.5,17.5,0.0,81.0,81.0,19.0,0.0,48.0,0.0,65.65,30.5,0.0,14.75,5.5,29.5,17.0,-1.0,80.25,81.25,18.25,0.25,54.0,0.0,70.775,34.8625,-11.0,38.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2100,12.0,17.0,10.0,9.0,33.0,19.0,-8.0,74.0,91.0,22.0,0.0,46.0,0.0,70.8,32.0,0.0,14.666666666666666,6.333333333333333,28.666666666666668,14.333333333333334,-9.0,77.66666666666667,86.66666666666667,31.0,2.6666666666666665,93.33333333333333,3.3333333333333335,80.33333333333333,27.366666666666664,37.8,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2101,31.0,18.0,18.0,3.5,29.0,16.0,-6.0,73.5,81.5,27.0,0.0,56.0,0.0,70.75,20.725,0.0,16.0,4.25,27.75,15.25,-7.0,90.0,97.0,25.5,0.25,69.75,1.25,71.9,20.675,-1.65,35.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2102,14.0,19.0,9.5,2.5,29.0,15.0,11.5,79.0,73.5,24.0,1.5,77.5,0.5,80.4,33.075,0.0,11.0,2.5,28.75,15.75,8.5,85.25,76.75,31.0,2.5,81.25,4.0,82.0,29.125000000000004,34.0,14.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2103,17.0,20.0,9.0,6.0,36.0,14.0,-3.0,66.0,83.0,30.0,1.0,107.0,0.0,86.0,43.45,0.0,14.333333333333334,4.666666666666667,31.333333333333332,12.666666666666666,-2.0,63.666666666666664,65.66666666666667,31.666666666666668,2.3333333333333335,109.0,4.0,93.2,46.38333333333333,29.0,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2104,20.0,22.0,29.5,2.0,32.0,22.0,-2.5,47.5,48.0,18.5,1.0,28.5,0.0,73.3,10.725,0.0,27.75,5.5,32.25,22.5,-3.0,60.25,63.25,19.5,1.5,34.0,0.75,71.5,13.1125,25.45,20.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2105,11.0,23.0,9.0,2.5,31.5,18.0,20.5,68.5,37.5,32.0,1.0,78.5,0.0,77.0,26.175,0.0,13.25,3.5,31.0,17.75,24.75,88.25,63.5,40.75,1.25,93.0,0.0,80.2,28.3125,46.7,6.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2106,9.0,24.0,23.5,8.0,32.5,18.5,-13.0,69.5,74.0,19.5,1.0,44.5,0.0,57.95,23.225,0.0,23.0,7.0,30.75,20.0,-13.5,68.25,81.75,18.0,1.25,39.75,0.0,61.575,23.3125,50.0,5.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2107,32.0,32.0,19.5,4.0,34.5,20.5,2.5,78.0,81.5,17.0,1.0,29.0,0.0,63.6,16.425,0.0,21.0,7.75,34.0,22.25,-0.5,69.75,70.25,19.0,1.25,42.25,1.5,60.55,12.4375,9.0,28.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2108,25.0,35.0,24.0,4.0,34.5,25.0,11.0,83.0,67.5,4.5,0.0,6.5,0.0,47.75,-0.5,0.0,25.5,8.5,34.0,27.0,11.0,66.25,55.25,5.5,0.0,11.5,0.0,46.375,6.25,27.45,19.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2109,20.0,1.0,25.0,2.0,32.0,25.0,-2.0,72.0,69.0,9.0,1.0,21.0,0.0,69.3,22.0,0.0,26.8,7.6,32.2,23.0,-1.8,62.6,64.4,15.6,1.4,27.2,0.6,67.86,15.580000000000002,4.0,31.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
